Producto;Fecha;Ingreso;Egreso;Precio Venta;Monto Venta;Stock
Tapa trasera iPhone 13 - Big Hole;2025-08-27;0,00;2,00;7.409,00;14.818,00;58
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;1,00;7.409,00;7.409,00;57
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;5,00;5.589,80;27.949,00;52
Tapa trasera iPhone 13 - Big Hole;2025-08-29;0,00;5,00;5.927,20;29.636,00;47
Tapa trasera iPhone 13 - Big Hole;2025-09-02;0,00;2,00;7.409,00;14.818,00;45
Tapa trasera iPhone 13 - Big Hole;2025-09-09;0,00;2,00;6.145,60;12.291,20;43
Tapa trasera iPhone 13 - Big Hole;2025-09-11;0,00;5,00;7.736,00;38.680,00;38
Tapa trasera iPhone 13 - Big Hole;2025-09-15;0,00;1,00;7.954,00;7.954,00;37
Tapa trasera iPhone 13 - Big Hole;2025-09-19;0,00;10,00;6.407,20;64.072,00;27
Tapa trasera iPhone 13 - Big Hole;2025-09-23;20,00;0,00;0,00;0,00;47
Tapa trasera iPhone 13 - Big Hole;2025-09-23;20,00;0,00;0,00;0,00;67
Tapa trasera iPhone 13 - Big Hole;2025-09-24;0,00;1,00;6.646,40;6.646,40;66
Tapa trasera iPhone 13 - Big Hole;2025-09-25;0,00;20,00;5.975,20;119.504,00;46
Tapa trasera iPhone 13 - Big Hole;2025-09-25;0,00;7,00;5.891,20;41.238,40;39
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;15,00;5.891,20;88.368,00;24
Tapa trasera iPhone 13 - Big Hole;2025-10-01;0,00;5,00;5.975,20;29.876,00;19
Tapa trasera iPhone 13 - Big Hole;2025-10-03;0,00;15,00;5.412,40;81.186,00;4
Tapa trasera iPhone 13 - Big Hole;2025-10-08;0,00;2,00;6.144,00;12.288,00;2
Tapa trasera iPhone 13 - Big Hole;2025-10-09;0,00;2,00;0,00;0,00;0
Tapa trasera iPhone 13 - Big Hole;2025-10-15;20,00;0,00;0,00;0,00;20
Tapa trasera iPhone 13 - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;30
Tapa trasera iPhone 13 - Big Hole;2025-10-22;0,00;1,00;6.228,00;6.228,00;29
Tapa trasera iPhone 13 - Big Hole;2025-10-22;0,00;1,00;6.522,40;6.522,40;28
Tapa trasera iPhone 13 - Big Hole;2025-10-24;0,00;1,00;6.438,40;6.438,40;27
Tapa trasera iPhone 13 - Big Hole;2025-10-29;0,00;1,00;7.706,00;7.706,00;26
Tapa trasera iPhone 13 - Big Hole;;;;;;20
Tapa trasera iPhone 13 - Big Hole;2025-07-03;0,00;3,00;5.382,40;16.147,20;17
Tapa trasera iPhone 13 - Big Hole;2025-07-03;0,00;3,00;6.810,00;20.430,00;14
Tapa trasera iPhone 13 - Big Hole;2025-07-04;0,00;3,00;5.382,40;16.147,20;11
Tapa trasera iPhone 13 - Big Hole;2025-07-17;0,00;2,00;5.709,60;11.419,20;9
Tapa trasera iPhone 13 - Big Hole;2025-07-18;0,00;2,00;5.709,60;11.419,20;7
Tapa trasera iPhone 13 - Big Hole;2025-07-25;0,00;4,00;5.709,60;22.838,40;3
Tapa trasera iPhone 13 - Big Hole;2025-07-28;0,00;2,00;5.709,60;11.419,20;1
Tapa trasera iPhone 13 - Big Hole;2025-07-30;40,00;0,00;0,00;0,00;41
Tapa trasera iPhone 13 - Big Hole;2025-08-05;0,00;1,00;7.355,00;7.355,00;40
Tapa trasera iPhone 13 - Big Hole;2025-08-14;0,00;2,00;7.355,00;14.710,00;38
Tapa trasera iPhone 13 - Big Hole;2025-08-22;0,00;5,00;3.603,95;18.019,75;33
Tapa trasera iPhone 13 - Big Hole;2025-08-27;0,00;2,00;7.409,00;14.818,00;31
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;1,00;5.589,80;5.589,80;30
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;1,00;5.927,20;5.927,20;29
Tapa trasera iPhone 13 - Big Hole;2025-08-29;0,00;3,00;5.927,20;17.781,60;26
Tapa trasera iPhone 13 - Big Hole;2025-09-05;0,00;1,00;5.971,20;5.971,20;25
Tapa trasera iPhone 13 - Big Hole;2025-09-15;0,00;2,00;6.363,20;12.726,40;23
Tapa trasera iPhone 13 - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;33
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;15,00;5.891,20;88.368,00;18
Tapa trasera iPhone 13 - Big Hole;2025-10-07;0,00;1,00;6.101,60;6.101,60;17
Tapa trasera iPhone 13 - Big Hole;2025-10-08;0,00;1,00;6.144,00;6.144,00;16
Tapa trasera iPhone 13 - Big Hole;2025-10-14;0,00;1,00;7.417,00;7.417,00;15
Tapa trasera iPhone 13 - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;25
Tapa trasera iPhone 13 - Big Hole;2025-10-16;0,00;3,00;5.636,92;16.910,76;22
Tapa trasera iPhone 13 - Big Hole;2025-11-03;0,00;1,00;6.164,80;6.164,80;21
Tapa trasera iPhone 13 - Big Hole;;;;;;11
Tapa trasera iPhone 13 - Big Hole;2025-07-02;1,00;0,00;0,00;0,00;12
Tapa trasera iPhone 13 - Big Hole;2025-07-02;0,00;2,00;5.317,60;10.635,20;10
Tapa trasera iPhone 13 - Big Hole;2025-07-02;0,00;2,00;5.317,60;10.635,20;8
Tapa trasera iPhone 13 - Big Hole;2025-07-02;0,00;1,00;0,00;0,00;7
Tapa trasera iPhone 13 - Big Hole;2025-07-03;0,00;4,00;5.382,40;21.529,60;3
Tapa trasera iPhone 13 - Big Hole;2025-07-03;-1,00;-1,00;-5.382,40;5.382,40;3
Tapa trasera iPhone 13 - Big Hole;2025-07-04;0,00;3,00;5.382,40;16.147,20;0
Tapa trasera iPhone 13 - Big Hole;2025-07-30;50,00;0,00;0,00;0,00;50
Tapa trasera iPhone 13 - Big Hole;2025-08-04;0,00;10,00;5.884,00;58.840,00;40
Tapa trasera iPhone 13 - Big Hole;2025-08-05;0,00;1,00;7.355,00;7.355,00;39
Tapa trasera iPhone 13 - Big Hole;2025-08-07;0,00;1,00;5.884,00;5.884,00;38
Tapa trasera iPhone 13 - Big Hole;2025-08-08;0,00;2,00;7.355,00;14.710,00;36
Tapa trasera iPhone 13 - Big Hole;2025-08-12;0,00;6,00;5.884,00;35.304,00;30
Tapa trasera iPhone 13 - Big Hole;2025-08-13;0,00;1,00;7.355,00;7.355,00;29
Tapa trasera iPhone 13 - Big Hole;2025-08-14;0,00;6,00;7.355,00;44.130,00;23
Tapa trasera iPhone 13 - Big Hole;2025-08-14;0,00;1,00;5.884,00;5.884,00;22
Tapa trasera iPhone 13 - Big Hole;2025-08-18;0,00;1,00;5.884,00;5.884,00;21
Tapa trasera iPhone 13 - Big Hole;2025-08-19;0,00;2,00;7.355,00;14.710,00;19
Tapa trasera iPhone 13 - Big Hole;2025-08-20;0,00;3,00;5.884,00;17.652,00;16
Tapa trasera iPhone 13 - Big Hole;2025-08-20;0,00;2,00;5.884,00;11.768,00;14
Tapa trasera iPhone 13 - Big Hole;2025-08-21;0,00;3,00;7.355,00;22.065,00;11
Tapa trasera iPhone 13 - Big Hole;2025-08-25;0,00;1,00;7.409,00;7.409,00;10
Tapa trasera iPhone 13 - Big Hole;2025-08-25;0,00;1,00;5.884,00;5.884,00;9
Tapa trasera iPhone 13 - Big Hole;2025-08-26;0,00;1,00;5.927,20;5.927,20;8
Tapa trasera iPhone 13 - Big Hole;2025-08-26;0,00;2,00;5.927,20;11.854,40;6
Tapa trasera iPhone 13 - Big Hole;2025-08-27;0,00;2,00;7.409,00;14.818,00;4
Tapa trasera iPhone 13 - Big Hole;2025-08-27;0,00;1,00;5.927,20;5.927,20;3
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;2,00;5.589,80;11.179,60;1
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;1,00;5.927,20;5.927,20;0
Tapa trasera iPhone 13 - Big Hole;2025-09-23;50,00;0,00;0,00;0,00;50
Tapa trasera iPhone 13 - Big Hole;2025-09-23;50,00;0,00;0,00;0,00;100
Tapa trasera iPhone 13 - Big Hole;2025-09-25;0,00;20,00;5.975,20;119.504,00;80
Tapa trasera iPhone 13 - Big Hole;2025-09-26;0,00;3,00;7.364,00;22.092,00;77
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;2,00;5.891,20;11.782,40;75
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;3,00;7.364,00;22.092,00;72
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;-3,00;0,00;0,00;75
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;15,00;5.891,20;88.368,00;60
Tapa trasera iPhone 13 - Big Hole;2025-10-06;0,00;2,00;7.627,00;15.254,00;58
Tapa trasera iPhone 13 - Big Hole;2025-10-08;0,00;2,00;6.144,00;12.288,00;56
Tapa trasera iPhone 13 - Big Hole;2025-10-09;0,00;3,00;0,00;0,00;53
Tapa trasera iPhone 13 - Big Hole;2025-10-13;0,00;2,00;7.785,00;15.570,00;51
Tapa trasera iPhone 13 - Big Hole;2025-10-14;0,00;3,00;5.933,60;17.800,80;48
Tapa trasera iPhone 13 - Big Hole;2025-10-14;0,00;2,00;5.933,60;11.867,20;46
Tapa trasera iPhone 13 - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;56
Tapa trasera iPhone 13 - Big Hole;2025-10-15;50,00;0,00;0,00;0,00;106
Tapa trasera iPhone 13 - Big Hole;2025-10-16;0,00;4,00;5.636,92;22.547,68;102
Tapa trasera iPhone 13 - Big Hole;2025-10-16;0,00;4,00;5.636,92;22.547,68;98
Tapa trasera iPhone 13 - Big Hole;2025-10-20;0,00;2,00;5.916,60;11.833,20;96
Tapa trasera iPhone 13 - Big Hole;2025-10-21;0,00;3,00;6.228,00;18.684,00;93
Tapa trasera iPhone 13 - Big Hole;2025-10-28;0,00;1,00;7.627,00;7.627,00;92
Tapa trasera iPhone 13 - Big Hole;2025-10-29;0,00;1,00;7.706,00;7.706,00;91
Tapa trasera iPhone 13 - Big Hole;2025-10-31;0,00;1,00;6.291,20;6.291,20;90
Tapa trasera iPhone 13 - Big Hole;2025-10-31;0,00;1,00;7.706,00;7.706,00;89
Tapa trasera iPhone 13 - Big Hole;;;;;;30
Tapa trasera iPhone 13 - Big Hole;2025-07-14;0,00;1,00;7.028,00;7.028,00;29
Tapa trasera iPhone 13 - Big Hole;2025-07-16;0,00;1,00;7.191,00;7.191,00;28
Tapa trasera iPhone 13 - Big Hole;2025-07-17;0,00;2,00;5.709,60;11.419,20;26
Tapa trasera iPhone 13 - Big Hole;2025-07-18;0,00;2,00;5.709,60;11.419,20;24
Tapa trasera iPhone 13 - Big Hole;2025-07-22;0,00;1,00;5.796,80;5.796,80;23
Tapa trasera iPhone 13 - Big Hole;2025-07-25;0,00;8,00;5.709,60;45.676,80;15
Tapa trasera iPhone 13 - Big Hole;2025-07-30;40,00;0,00;0,00;0,00;55
Tapa trasera iPhone 13 - Big Hole;2025-07-30;0,00;2,00;5.752,80;11.505,60;53
Tapa trasera iPhone 13 - Big Hole;2025-08-05;0,00;4,00;7.355,00;29.420,00;49
Tapa trasera iPhone 13 - Big Hole;2025-08-13;0,00;1,00;5.884,00;5.884,00;48
Tapa trasera iPhone 13 - Big Hole;2025-08-22;0,00;5,00;3.603,95;18.019,75;43
Tapa trasera iPhone 13 - Big Hole;2025-08-25;0,00;1,00;5.884,00;5.884,00;42
Tapa trasera iPhone 13 - Big Hole;2025-08-27;0,00;2,00;7.409,00;14.818,00;40
Tapa trasera iPhone 13 - Big Hole;2025-08-28;0,00;1,00;5.927,20;5.927,20;39
Tapa trasera iPhone 13 - Big Hole;2025-08-29;0,00;3,00;5.927,20;17.781,60;36
Tapa trasera iPhone 13 - Big Hole;2025-09-05;0,00;1,00;5.971,20;5.971,20;35
Tapa trasera iPhone 13 - Big Hole;2025-09-30;0,00;15,00;5.891,20;88.368,00;20
Tapa trasera iPhone 13 - Big Hole;2025-10-06;0,00;1,00;5.338,90;5.338,90;19
Tapa trasera iPhone 13 - Big Hole;2025-10-07;0,00;1,00;6.101,60;6.101,60;18
Tapa trasera iPhone 13 - Big Hole;2025-10-13;0,00;1,00;7.785,00;7.785,00;17
Tapa trasera iPhone 13 - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;27
Tapa trasera iPhone 13 - Big Hole;2025-10-16;0,00;3,00;5.636,92;16.910,76;24
Tapa trasera iPhone 13 PRO - Big Hole;;;;;;22
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;20
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-02;0,00;2,00;6.784,00;13.568,00;18
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-03;0,00;3,00;6.867,20;20.601,60;15
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-04;0,00;2,00;6.867,20;13.734,40;13
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-07;0,00;13,00;6.812,18;88.558,29;0
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-23;80,00;0,00;0,00;0,00;80
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-24;0,00;1,00;9.603,00;9.603,00;79
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-30;0,00;10,00;7.574,40;75.744,00;69
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-01;0,00;5,00;7.682,40;38.412,00;64
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-01;0,00;2,00;7.682,40;15.364,80;62
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-03;0,00;10,00;6.959,40;69.594,00;52
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-03;0,00;5,00;6.959,40;34.797,00;47
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-06;0,00;3,00;6.864,20;20.592,60;44
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-07;0,00;2,00;7.899,20;15.798,40;42
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-08;0,00;2,00;7.899,20;15.798,40;40
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-13;0,00;2,00;10.009,00;20.018,00;38
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-13;0,00;2,00;10.009,00;20.018,00;36
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-14;0,00;1,00;7.628,80;7.628,80;35
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-15;30,00;0,00;0,00;0,00;65
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-16;0,00;5,00;7.247,36;36.236,80;60
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-16;0,00;4,00;7.247,36;28.989,44;56
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-22;0,00;1,00;8.007,20;8.007,20;55
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-22;0,00;3,00;8.386,40;25.159,20;52
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-24;0,00;5,00;8.386,40;41.932,00;47
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-29;0,00;1,00;10.111,00;10.111,00;46
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;45
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-31;0,00;1,00;8.088,80;8.088,80;44
Tapa trasera iPhone 13 PRO - Big Hole;;;;;;15
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-15;0,00;15,00;7.173,60;107.604,00;0
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-30;100,00;0,00;0,00;0,00;100
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-04;0,00;2,00;7.507,20;15.014,40;98
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-22;0,00;5,00;4.598,16;22.990,80;93
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-25;0,00;1,00;7.507,20;7.507,20;92
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-28;0,00;2,00;7.562,40;15.124,80;90
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-29;0,00;2,00;7.562,40;15.124,80;88
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-01;0,00;10,00;7.562,40;75.624,00;78
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-15;0,00;1,00;8.118,40;8.118,40;77
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-18;0,00;1,00;8.174,40;8.174,40;76
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-24;0,00;1,00;9.603,00;9.603,00;75
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-30;0,00;10,00;7.574,40;75.744,00;65
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-01;0,00;5,00;7.682,40;38.412,00;60
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-08;0,00;2,00;7.899,20;15.798,40;58
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-08;0,00;1,00;7.953,60;7.953,60;57
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;67
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-15;0,00;2,00;9.536,00;19.072,00;65
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-16;0,00;9,00;7.247,36;65.226,24;56
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-16;0,00;2,00;7.628,80;15.257,60;54
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-21;0,00;1,00;10.009,00;10.009,00;53
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;52
Tapa trasera iPhone 13 PRO - Big Hole;;;;;;26
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;24
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-04;0,00;3,00;6.867,20;20.601,60;21
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-16;0,00;1,00;9.175,00;9.175,00;20
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-17;0,00;2,00;7.284,80;14.569,60;18
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;17
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;15
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-25;0,00;5,00;7.284,80;36.424,00;10
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-28;0,00;1,00;7.340,00;7.340,00;9
Tapa trasera iPhone 13 PRO - Big Hole;2025-07-30;25,00;0,00;0,00;0,00;34
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;33
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-14;0,00;1,00;7.507,20;7.507,20;32
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-22;0,00;5,00;4.598,16;22.990,80;27
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-22;0,00;1,00;9.384,00;9.384,00;26
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-25;0,00;1,00;7.507,20;7.507,20;25
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-28;0,00;1,00;7.562,40;7.562,40;24
Tapa trasera iPhone 13 PRO - Big Hole;2025-08-29;0,00;2,00;7.562,40;15.124,80;22
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-02;0,00;1,00;7.562,40;7.562,40;21
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-05;0,00;1,00;7.618,40;7.618,40;20
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-08;0,00;1,00;7.618,40;7.618,40;19
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;29
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-26;0,00;2,00;7.574,40;15.148,80;27
Tapa trasera iPhone 13 PRO - Big Hole;2025-09-30;0,00;5,00;7.574,40;37.872,00;22
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-08;0,00;2,00;7.899,20;15.798,40;20
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-14;0,00;2,00;7.628,80;15.257,60;18
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;28
Tapa trasera iPhone 13 PRO - Big Hole;2025-10-28;0,00;1,00;9.908,00;9.908,00;27
Tapa trasera iPhone 13 PRO MAX - Big Hole;;;;;;42
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;40
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-02;0,00;2,00;6.784,00;13.568,00;38
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-03;0,00;3,00;6.867,20;20.601,60;35
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-15;0,00;5,00;7.173,60;35.868,00;30
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;29
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;27
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-21;0,00;1,00;7.284,80;7.284,80;26
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-24;0,00;5,00;7.284,80;36.424,00;21
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-25;0,00;2,00;7.284,80;14.569,60;19
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;7.284,80;7.284,80;18
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;9.175,00;9.175,00;17
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;7.340,00;7.340,00;16
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-29;0,00;1,00;9.175,00;9.175,00;15
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-30;20,00;0,00;0,00;0,00;35
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-30;0,00;1,00;7.340,00;7.340,00;34
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;33
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-12;0,00;2,00;7.507,20;15.014,40;31
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-22;0,00;1,00;9.384,00;9.384,00;30
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-22;0,00;10,00;4.598,16;45.981,60;20
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-25;0,00;3,00;7.507,20;22.521,60;17
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-29;0,00;5,00;7.562,40;37.812,00;12
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-29;0,00;2,00;7.562,40;15.124,80;10
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-09;0,00;2,00;7.840,80;15.681,60;8
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-11;0,00;1,00;7.896,00;7.896,00;7
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-23;10,00;0,00;0,00;0,00;17
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-23;30,00;0,00;0,00;0,00;47
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-24;0,00;1,00;8.480,00;8.480,00;46
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-06;0,00;3,00;6.864,20;20.592,60;43
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-07;0,00;15,00;7.844,80;117.672,00;28
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-08;0,00;2,00;7.899,20;15.798,40;26
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-15;10,00;0,00;0,00;0,00;36
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-15;0,00;1,00;7.628,80;7.628,80;35
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-15;0,00;2,00;7.628,80;15.257,60;33
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-16;0,00;2,00;7.247,36;14.494,72;31
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-20;0,00;5,00;7.606,84;38.034,20;26
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-24;0,00;1,00;8.386,40;8.386,40;25
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-11-03;0,00;1,00;7.926,40;7.926,40;24
Tapa trasera iPhone 13 PRO MAX - Big Hole;;;;;;55
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-03;0,00;5,00;6.867,20;34.336,00;50
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-14;0,00;1,00;7.173,60;7.173,60;49
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-16;0,00;1,00;9.175,00;9.175,00;48
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;46
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;44
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-24;0,00;5,00;7.284,80;36.424,00;39
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;7.340,00;7.340,00;38
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-28;0,00;1,00;7.340,00;7.340,00;37
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-30;15,00;0,00;0,00;0,00;52
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-30;0,00;2,00;7.340,00;14.680,00;50
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-04;0,00;2,00;7.507,20;15.014,40;48
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-07;0,00;1,00;7.507,20;7.507,20;47
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-22;0,00;5,00;4.598,16;22.990,80;42
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-08-29;0,00;2,00;7.562,40;15.124,80;40
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-09-02;0,00;1,00;7.562,40;7.562,40;39
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-02;0,00;1,00;9.739,00;9.739,00;38
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-07;0,00;15,00;7.844,80;117.672,00;23
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-13;0,00;1,00;10.009,00;10.009,00;22
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-20;0,00;3,00;7.606,84;22.820,52;19
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-10-29;0,00;1,00;9.908,00;9.908,00;18
Tapa trasera iPhone 13 PRO MAX - Big Hole;;;;;;41
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-01;0,00;2,00;8.480,00;16.960,00;39
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-02;0,00;2,00;6.784,00;13.568,00;37
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-08;0,00;1,00;7.117,60;7.117,60;36
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-15;0,00;5,00;7.173,60;35.868,00;31
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;1,00;7.284,80;7.284,80;30
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-18;0,00;2,00;7.284,80;14.569,60;28
Tapa trasera iPhone 13 PRO MAX - Big Hole;2025-07-24;0,00;5,00;7.284,80;36.424,00;23
